item,desc_item,localizacion,categoria,fecha,documento,registro,cp,entradas,salidas,unitario,total,cantidad,cost_center,lote
P000032,Producto Performance 32,ALM-2,GRUPO-8,2026-03-05,EA-DOC000000032,32,CP,35.537,0.0,6742.25,239599.34,35.537,CC-4,LOT-012
P000033,Producto Performance 33,ALM-3,GRUPO-1,2026-03-06,EA-DOC000000033,33,CP,26.222,0.0,2252.34,59060.86,26.222,CC-1,LOT-013
P000034,Producto Performance 34,ALM-4,GRUPO-2,2026-03-07,SA-DOC000000034,34,CP,0.0,2.832,12046.56,-34115.86,-2.832,CC-2,LOT-014
P000035,Producto Performance 35,ALM-5,GRUPO-3,2026-03-08,EA-DOC000000035,35,CP,33.781,0.0,11031.81,372665.57,33.781,CC-3,LOT-015
P000036,Producto Performance 36,ALM-1,GRUPO-4,2026-03-09,EA-DOC000000036,36,CP,30.016,0.0,3615.41,108520.15,30.016,CC-4,LOT-016
P000037,Producto Performance 37,ALM-2,GRUPO-5,2026-03-10,SA-DOC000000037,37,CP,0.0,12.952,8282.55,-107275.59,-12.952,CC-1,LOT-017
P000038,Producto Performance 38,ALM-3,GRUPO-6,2026-03-11,EA-DOC000000038,38,CP,9.432,0.0,11362.16,107167.89,9.432,CC-2,LOT-018
P000039,Producto Performance 39,ALM-4,GRUPO-7,2026-03-12,EA-DOC000000039,39,CP,18.534,0.0,6380.67,118259.34,18.534,CC-3,LOT-019
P000040,Producto Performance 40,ALM-5,GRUPO-8,2026-03-13,SA-DOC000000040,40,CP,0.0,56.371,11253.52,-634372.18,-56.371,CC-4,LOT-020
P000041,Producto Performance 41,ALM-1,GRUPO-1,2026-03-14,EA-DOC000000041,41,CP,7.183,0.0,12285.33,88245.53,7.183,CC-1,LOT-001
P000042,Producto Performance 42,ALM-2,GRUPO-2,2026-03-15,EA-DOC000000042,42,CP,7.179,0.0,1990.42,14289.23,7.179,CC-2,LOT-002
P000043,Producto Performance 43,ALM-3,GRUPO-3,2026-03-16,SA-DOC000000043,43,CP,0.0,56.996,1834.75,-104573.41,-56.996,CC-3,LOT-003
P000044,Producto Performance 44,ALM-4,GRUPO-4,2026-03-17,EA-DOC000000044,44,CP,31.182,0.0,2302.18,71786.58,31.182,CC-4,LOT-004
P000045,Producto Performance 45,ALM-5,GRUPO-5,2026-03-18,EA-DOC000000045,45,CP,2.37,0.0,9240.85,21900.81,2.37,CC-1,LOT-005
P000046,Producto Performance 46,ALM-1,GRUPO-6,2026-03-19,SA-DOC000000046,46,CP,0.0,11.779,14954.63,-176150.59,-11.779,CC-2,LOT-006
P000047,Producto Performance 47,ALM-2,GRUPO-7,2026-03-20,EA-DOC000000047,47,CP,42.943,0.0,8135.22,349350.75,42.943,CC-3,LOT-007
P000048,Producto Performance 48,ALM-3,GRUPO-8,2026-03-21,EA-DOC000000048,48,CP,16.426,0.0,2916.52,47906.76,16.426,CC-4,LOT-008
P000049,Producto Performance 49,ALM-4,GRUPO-1,2026-03-22,SA-DOC000000049,49,CP,0.0,48.337,12245.58,-591914.6,-48.337,CC-1,LOT-009
P000050,Producto Performance 50,ALM-5,GRUPO-2,2026-03-23,EA-DOC000000050,50,CP,40.646,0.0,7916.41,321770.4,40.646,CC-2,LOT-010
P000051,Producto Performance 51,ALM-1,GRUPO-3,2026-03-24,EA-DOC000000051,51,CP,49.553,0.0,13496.94,668813.87,49.553,CC-3,LOT-011
P000052,Producto Performance 52,ALM-2,GRUPO-4,2026-03-25,SA-DOC000000052,52,CP,0.0,20.962,11088.31,-232433.15,-20.962,CC-4,LOT-012
P000053,Producto Performance 53,ALM-3,GRUPO-5,2026-03-26,EA-DOC000000053,53,CP,39.769,0.0,3653.7,145304.0,39.769,CC-1,LOT-013
P000054,Producto Performance 54,ALM-4,GRUPO-6,2026-03-27,EA-DOC000000054,54,CP,58.265,0.0,13356.66,778225.79,58.265,CC-2,LOT-014
P000055,Producto Performance 55,ALM-5,GRUPO-7,2026-03-28,SA-DOC000000055,55,CP,0.0,55.273,10779.41,-595810.33,-55.273,CC-3,LOT-015
P000056,Producto Performance 56,ALM-1,GRUPO-8,2026-03-29,EA-DOC000000056,56,CP,47.729,0.0,8544.23,407807.55,47.729,CC-4,LOT-016
P000057,Producto Performance 57,ALM-2,GRUPO-1,2026-03-02,EA-DOC000000057,57,CP,46.57,0.0,3215.8,149759.81,46.57,CC-1,LOT-017
P000058,Producto Performance 58,ALM-3,GRUPO-2,2026-03-03,SA-DOC000000058,58,CP,0.0,2.754,5958.48,-16409.65,-2.754,CC-2,LOT-018
P000059,Producto Performance 59,ALM-4,GRUPO-3,2026-03-04,EA-DOC000000059,59,CP,36.819,0.0,5717.41,210509.32,36.819,CC-3,LOT-019
P000060,Producto Performance 60,ALM-5,GRUPO-4,2026-03-05,EA-DOC000000060,60,CP,45.671,0.0,9143.86,417609.23,45.671,CC-4,LOT-020
P000061,Producto Performance 61,ALM-1,GRUPO-5,2026-03-06,SA-DOC000000061,61,CP,0.0,59.255,5859.45,-347201.71,-59.255,CC-1,LOT-001
P000062,Producto Performance 62,ALM-2,GRUPO-6,2026-03-07,EA-DOC000000062,62,CP,6.601,0.0,1915.28,12642.76,6.601,CC-2,LOT-002
P000063,Producto Performance 63,ALM-3,GRUPO-7,2026-03-08,EA-DOC000000063,63,CP,59.657,0.0,2388.3,142478.81,59.657,CC-3,LOT-003
P000064,Producto Performance 64,ALM-4,GRUPO-8,2026-03-09,SA-DOC000000064,64,CP,0.0,25.114,8353.65,-209793.57,-25.114,CC-4,LOT-004
P000065,Producto Performance 65,ALM-5,GRUPO-1,2026-03-10,EA-DOC000000065,65,CP,13.845,0.0,11241.13,155633.44,13.845,CC-1,LOT-005
P000066,Producto Performance 66,ALM-1,GRUPO-2,2026-03-11,EA-DOC000000066,66,CP,44.172,0.0,13373.82,590748.38,44.172,CC-2,LOT-006
P000067,Producto Performance 67,ALM-2,GRUPO-3,2026-03-12,SA-DOC000000067,67,CP,0.0,58.841,13699.42,-806087.57,-58.841,CC-3,LOT-007
P000068,Producto Performance 68,ALM-3,GRUPO-4,2026-03-13,EA-DOC000000068,68,CP,45.702,0.0,8699.34,397577.24,45.702,CC-4,LOT-008
P000069,Producto Performance 69,ALM-4,GRUPO-5,2026-03-14,EA-DOC000000069,69,CP,39.329,0.0,3292.31,129483.26,39.329,CC-1,LOT-009
P000070,Producto Performance 70,ALM-5,GRUPO-6,2026-03-15,SA-DOC000000070,70,CP,0.0,4.773,4869.39,-23241.6,-4.773,CC-2,LOT-010
P000071,Producto Performance 71,ALM-1,GRUPO-7,2026-03-16,EA-DOC000000071,71,CP,53.199,0.0,5165.39,274793.58,53.199,CC-3,LOT-011
P000072,Producto Performance 72,ALM-2,GRUPO-8,2026-03-17,EA-DOC000000072,72,CP,53.689,0.0,7796.74,418599.17,53.689,CC-4,LOT-012
P000073,Producto Performance 73,ALM-3,GRUPO-1,2026-03-18,SA-DOC000000073,73,CP,0.0,54.313,6201.54,-336824.24,-54.313,CC-1,LOT-013
P000074,Producto Performance 74,ALM-4,GRUPO-2,2026-03-19,EA-DOC000000074,74,CP,9.65,0.0,3421.07,33013.33,9.65,CC-2,LOT-014
P000075,Producto Performance 75,ALM-5,GRUPO-3,2026-03-20,EA-DOC000000075,75,CP,8.521,0.0,9187.55,78287.11,8.521,CC-3,LOT-015
P000076,Producto Performance 76,ALM-1,GRUPO-4,2026-03-21,SA-DOC000000076,76,CP,0.0,41.6,5273.81,-219390.5,-41.6,CC-4,LOT-016
P000077,Producto Performance 77,ALM-2,GRUPO-5,2026-03-22,EA-DOC000000077,77,CP,18.563,0.0,3319.23,61614.87,18.563,CC-1,LOT-017
P000078,Producto Performance 78,ALM-3,GRUPO-6,2026-03-23,EA-DOC000000078,78,CP,36.967,0.0,10350.08,382611.41,36.967,CC-2,LOT-018
P000079,Producto Performance 79,ALM-4,GRUPO-7,2026-03-24,SA-DOC000000079,79,CP,0.0,52.364,6076.75,-318202.94,-52.364,CC-3,LOT-019
P000080,Producto Performance 80,ALM-5,GRUPO-8,2026-03-25,EA-DOC000000080,80,CP,20.468,0.0,8813.23,180389.19,20.468,CC-4,LOT-020
P000081,Producto Performance 81,ALM-1,GRUPO-1,2026-03-26,EA-DOC000000081,81,CP,58.675,0.0,7864.6,461455.41,58.675,CC-1,LOT-001
P000082,Producto Performance 82,ALM-2,GRUPO-2,2026-03-27,SA-DOC000000082,82,CP,0.0,49.29,11788.71,-581065.52,-49.29,CC-2,LOT-002
P000083,Producto Performance 83,ALM-3,GRUPO-3,2026-03-28,EA-DOC000000083,83,CP,35.808,0.0,4966.25,177831.48,35.808,CC-3,LOT-003
P000084,Producto Performance 84,ALM-4,GRUPO-4,2026-03-29,EA-DOC000000084,84,CP,12.665,0.0,8785.59,111269.5,12.665,CC-4,LOT-004
P000085,Producto Performance 85,ALM-5,GRUPO-5,2026-03-02,SA-DOC000000085,85,CP,0.0,52.125,7588.31,-395540.66,-52.125,CC-1,LOT-005
P000086,Producto Performance 86,ALM-1,GRUPO-6,2026-03-03,EA-DOC000000086,86,CP,31.985,0.0,5247.85,167852.48,31.985,CC-2,LOT-006
P000087,Producto Performance 87,ALM-2,GRUPO-7,2026-03-04,EA-DOC000000087,87,CP,5.205,0.0,7789.36,40543.62,5.205,CC-3,LOT-007
P000088,Producto Performance 88,ALM-3,GRUPO-8,2026-03-05,SA-DOC000000088,88,CP,0.0,40.404,7996.27,-323081.29,-40.404,CC-4,LOT-008
P000089,Producto Performance 89,ALM-4,GRUPO-1,2026-03-06,EA-DOC000000089,89,CP,11.316,0.0,6010.49,68014.7,11.316,CC-1,LOT-009
P000090,Producto Performance 90,ALM-5,GRUPO-2,2026-03-07,EA-DOC000000090,90,CP,7.115,0.0,6234.76,44360.32,7.115,CC-2,LOT-010
P000091,Producto Performance 91,ALM-1,GRUPO-3,2026-03-08,SA-DOC000000091,91,CP,0.0,46.103,14104.71,-650269.45,-46.103,CC-3,LOT-011
P000092,Producto Performance 92,ALM-2,GRUPO-4,2026-03-09,EA-DOC000000092,92,CP,44.227,0.0,2179.65,96399.38,44.227,CC-4,LOT-012
P000093,Producto Performance 93,ALM-3,GRUPO-5,2026-03-10,EA-DOC000000093,93,CP,53.136,0.0,4897.01,260207.52,53.136,CC-1,LOT-013
P000094,Producto Performance 94,ALM-4,GRUPO-6,2026-03-11,SA-DOC000000094,94,CP,0.0,14.879,7408.27,-110227.65,-14.879,CC-2,LOT-014
P000095,Producto Performance 95,ALM-5,GRUPO-7,2026-03-12,EA-DOC000000095,95,CP,18.021,0.0,8975.44,161746.4,18.021,CC-3,LOT-015
P000096,Producto Performance 96,ALM-1,GRUPO-8,2026-03-13,EA-DOC000000096,96,CP,37.524,0.0,12038.97,451750.31,37.524,CC-4,LOT-016
P000097,Producto Performance 97,ALM-2,GRUPO-1,2026-03-14,SA-DOC000000097,97,CP,0.0,14.521,10247.72,-148807.14,-14.521,CC-1,LOT-017
P000098,Producto Performance 98,ALM-3,GRUPO-2,2026-03-15,EA-DOC000000098,98,CP,25.06,0.0,4904.07,122895.99,25.06,CC-2,LOT-018
P000099,Producto Performance 99,ALM-4,GRUPO-3,2026-03-16,EA-DOC000000099,99,CP,26.212,0.0,9999.31,262101.91,26.212,CC-3,LOT-019
P000100,Producto Performance 100,ALM-5,GRUPO-4,2026-03-17,SA-DOC000000100,100,CP,0.0,28.093,7942.59,-223131.18,-28.093,CC-4,LOT-020
P000101,Producto Performance 101,ALM-1,GRUPO-5,2026-03-18,EA-DOC000000101,101,CP,28.764,0.0,8980.25,258307.91,28.764,CC-1,LOT-001
P000102,Producto Performance 102,ALM-2,GRUPO-6,2026-03-19,EA-DOC000000102,102,CP,1.726,0.0,3396.73,5862.76,1.726,CC-2,LOT-002
P000103,Producto Performance 103,ALM-3,GRUPO-7,2026-03-20,SA-DOC000000103,103,CP,0.0,22.547,7034.81,-158613.86,-22.547,CC-3,LOT-003
P000104,Producto Performance 104,ALM-4,GRUPO-8,2026-03-21,EA-DOC000000104,104,CP,45.252,0.0,14806.29,670014.24,45.252,CC-4,LOT-004
P000105,Producto Performance 105,ALM-5,GRUPO-1,2026-03-22,EA-DOC000000105,105,CP,32.092,0.0,9028.88,289754.82,32.092,CC-1,LOT-005
P000106,Producto Performance 106,ALM-1,GRUPO-2,2026-03-23,SA-DOC000000106,106,CP,0.0,14.068,6274.96,-88276.14,-14.068,CC-2,LOT-006
P000107,Producto Performance 107,ALM-2,GRUPO-3,2026-03-24,EA-DOC000000107,107,CP,59.018,0.0,5509.72,325172.65,59.018,CC-3,LOT-007
P000108,Producto Performance 108,ALM-3,GRUPO-4,2026-03-25,EA-DOC000000108,108,CP,52.376,0.0,12525.96,656059.68,52.376,CC-4,LOT-008
P000109,Producto Performance 109,ALM-4,GRUPO-5,2026-03-26,SA-DOC000000109,109,CP,0.0,52.424,8516.11,-446448.55,-52.424,CC-1,LOT-009
P000110,Producto Performance 110,ALM-5,GRUPO-6,2026-03-27,EA-DOC000000110,110,CP,36.893,0.0,11645.07,429621.57,36.893,CC-2,LOT-010
P000111,Producto Performance 111,ALM-1,GRUPO-7,2026-03-28,EA-DOC000000111,111,CP,29.176,0.0,10728.3,313008.88,29.176,CC-3,LOT-011
P000112,Producto Performance 112,ALM-2,GRUPO-8,2026-03-29,SA-DOC000000112,112,CP,0.0,4.36,2463.55,-10741.08,-4.36,CC-4,LOT-012
P000113,Producto Performance 113,ALM-3,GRUPO-1,2026-03-02,EA-DOC000000113,113,CP,8.614,0.0,7283.14,62736.97,8.614,CC-1,LOT-013
P000114,Producto Performance 114,ALM-4,GRUPO-2,2026-03-03,EA-DOC000000114,114,CP,42.772,0.0,13491.78,577070.41,42.772,CC-2,LOT-014
P000115,Producto Performance 115,ALM-5,GRUPO-3,2026-03-04,SA-DOC000000115,115,CP,0.0,25.642,5776.95,-148132.55,-25.642,CC-3,LOT-015
P000116,Producto Performance 116,ALM-1,GRUPO-4,2026-03-05,EA-DOC000000116,116,CP,8.885,0.0,7856.23,69802.6,8.885,CC-4,LOT-016
P000117,Producto Performance 117,ALM-2,GRUPO-5,2026-03-06,EA-DOC000000117,117,CP,6.381,0.0,13150.78,83915.13,6.381,CC-1,LOT-017
P000118,Producto Performance 118,ALM-3,GRUPO-6,2026-03-07,SA-DOC000000118,118,CP,0.0,16.676,7457.76,-124365.61,-16.676,CC-2,LOT-018
P000119,Producto Performance 119,ALM-4,GRUPO-7,2026-03-08,EA-DOC000000119,119,CP,18.884,0.0,12648.57,238855.6,18.884,CC-3,LOT-019
P000120,Producto Performance 120,ALM-5,GRUPO-8,2026-03-09,EA-DOC000000120,120,CP,18.703,0.0,14904.67,278762.04,18.703,CC-4,LOT-020
P000121,Producto Performance 121,ALM-1,GRUPO-1,2026-03-10,SA-DOC000000121,121,CP,0.0,22.574,14263.11,-321975.45,-22.574,CC-1,LOT-001
P000122,Producto Performance 122,ALM-2,GRUPO-2,2026-03-11,EA-DOC000000122,122,CP,41.785,0.0,13573.84,567182.9,41.785,CC-2,LOT-002
P000123,Producto Performance 123,ALM-3,GRUPO-3,2026-03-12,EA-DOC000000123,123,CP,33.769,0.0,12417.65,419331.62,33.769,CC-3,LOT-003
P000124,Producto Performance 124,ALM-4,GRUPO-4,2026-03-13,SA-DOC000000124,124,CP,0.0,32.985,1683.91,-55543.77,-32.985,CC-4,LOT-004
P000125,Producto Performance 125,ALM-5,GRUPO-5,2026-03-14,EA-DOC000000125,125,CP,39.77,0.0,2440.83,97071.81,39.77,CC-1,LOT-005
P000126,Producto Performance 126,ALM-1,GRUPO-6,2026-03-15,EA-DOC000000126,126,CP,6.315,0.0,2766.6,17471.08,6.315,CC-2,LOT-006
P000127,Producto Performance 127,ALM-2,GRUPO-7,2026-03-16,SA-DOC000000127,127,CP,0.0,3.054,2796.03,-8539.08,-3.054,CC-3,LOT-007
P000128,Producto Performance 128,ALM-3,GRUPO-8,2026-03-17,EA-DOC000000128,128,CP,20.282,0.0,8517.71,172756.19,20.282,CC-4,LOT-008
P000129,Producto Performance 129,ALM-4,GRUPO-1,2026-03-18,EA-DOC000000129,129,CP,57.616,0.0,11978.39,690146.92,57.616,CC-1,LOT-009
P000130,Producto Performance 130,ALM-5,GRUPO-2,2026-03-19,SA-DOC000000130,130,CP,0.0,2.119,6810.61,-14431.68,-2.119,CC-2,LOT-010
P000131,Producto Performance 131,ALM-1,GRUPO-3,2026-03-20,EA-DOC000000131,131,CP,6.254,0.0,12910.12,80739.89,6.254,CC-3,LOT-011
P000132,Producto Performance 132,ALM-2,GRUPO-4,2026-03-21,EA-DOC000000132,132,CP,32.755,0.0,14473.74,474087.35,32.755,CC-4,LOT-012
P000133,Producto Performance 133,ALM-3,GRUPO-5,2026-03-22,SA-DOC000000133,133,CP,0.0,49.301,6023.98,-296988.24,-49.301,CC-1,LOT-013
P000134,Producto Performance 134,ALM-4,GRUPO-6,2026-03-23,EA-DOC000000134,134,CP,4.719,0.0,5490.67,25910.47,4.719,CC-2,LOT-014
P000135,Producto Performance 135,ALM-5,GRUPO-7,2026-03-24,EA-DOC000000135,135,CP,55.839,0.0,5824.04,325208.57,55.839,CC-3,LOT-015
P000136,Producto Performance 136,ALM-1,GRUPO-8,2026-03-25,SA-DOC000000136,136,CP,0.0,52.582,9898.74,-520495.55,-52.582,CC-4,LOT-016
P000137,Producto Performance 137,ALM-2,GRUPO-1,2026-03-26,EA-DOC000000137,137,CP,26.282,0.0,12311.95,323582.67,26.282,CC-1,LOT-017
P000138,Producto Performance 138,ALM-3,GRUPO-2,2026-03-27,EA-DOC000000138,138,CP,24.029,0.0,14352.74,344881.99,24.029,CC-2,LOT-018
P000139,Producto Performance 139,ALM-4,GRUPO-3,2026-03-28,SA-DOC000000139,139,CP,0.0,56.693,14811.32,-839698.16,-56.693,CC-3,LOT-019
P000140,Producto Performance 140,ALM-5,GRUPO-4,2026-03-29,EA-DOC000000140,140,CP,8.458,0.0,11046.92,93434.85,8.458,CC-4,LOT-020
P000141,Producto Performance 141,ALM-1,GRUPO-5,2026-03-02,EA-DOC000000141,141,CP,58.558,0.0,14692.7,860375.13,58.558,CC-1,LOT-001
P000142,Producto Performance 142,ALM-2,GRUPO-6,2026-03-03,SA-DOC000000142,142,CP,0.0,11.785,11979.76,-141181.47,-11.785,CC-2,LOT-002
P000143,Producto Performance 143,ALM-3,GRUPO-7,2026-03-04,EA-DOC000000143,143,CP,27.347,0.0,4393.89,120159.71,27.347,CC-3,LOT-003
P000144,Producto Performance 144,ALM-4,GRUPO-8,2026-03-05,EA-DOC000000144,144,CP,44.34,0.0,2099.77,93103.8,44.34,CC-4,LOT-004
P000145,Producto Performance 145,ALM-5,GRUPO-1,2026-03-06,SA-DOC000000145,145,CP,0.0,6.517,5195.43,-33858.62,-6.517,CC-1,LOT-005
P000146,Producto Performance 146,ALM-1,GRUPO-2,2026-03-07,EA-DOC000000146,146,CP,25.792,0.0,10010.56,258192.36,25.792,CC-2,LOT-006
P000147,Producto Performance 147,ALM-2,GRUPO-3,2026-03-08,EA-DOC000000147,147,CP,57.82,0.0,11527.61,666526.41,57.82,CC-3,LOT-007
P000148,Producto Performance 148,ALM-3,GRUPO-4,2026-03-09,SA-DOC000000148,148,CP,0.0,37.479,14230.04,-533327.67,-37.479,CC-4,LOT-008
P000149,Producto Performance 149,ALM-4,GRUPO-5,2026-03-10,EA-DOC000000149,149,CP,18.236,0.0,14681.82,267737.67,18.236,CC-1,LOT-009
P000150,Producto Performance 150,ALM-5,GRUPO-6,2026-03-11,EA-DOC000000150,150,CP,27.912,0.0,5548.33,154864.99,27.912,CC-2,LOT-010
P000151,Producto Performance 151,ALM-1,GRUPO-7,2026-03-12,SA-DOC000000151,151,CP,0.0,12.492,6565.99,-82022.35,-12.492,CC-3,LOT-011
P000152,Producto Performance 152,ALM-2,GRUPO-8,2026-03-13,EA-DOC000000152,152,CP,59.268,0.0,13867.53,821900.77,59.268,CC-4,LOT-012
P000153,Producto Performance 153,ALM-3,GRUPO-1,2026-03-14,EA-DOC000000153,153,CP,56.221,0.0,11064.41,622052.19,56.221,CC-1,LOT-013
P000154,Producto Performance 154,ALM-4,GRUPO-2,2026-03-15,SA-DOC000000154,154,CP,0.0,49.945,8679.55,-433500.12,-49.945,CC-2,LOT-014
P000155,Producto Performance 155,ALM-5,GRUPO-3,2026-03-16,EA-DOC000000155,155,CP,41.733,0.0,11789.96,492030.4,41.733,CC-3,LOT-015
P000156,Producto Performance 156,ALM-1,GRUPO-4,2026-03-17,EA-DOC000000156,156,CP,45.097,0.0,13452.47,606666.04,45.097,CC-4,LOT-016
P000157,Producto Performance 157,ALM-2,GRUPO-5,2026-03-18,SA-DOC000000157,157,CP,0.0,48.51,10363.69,-502742.6,-48.51,CC-1,LOT-017
P000158,Producto Performance 158,ALM-3,GRUPO-6,2026-03-19,EA-DOC000000158,158,CP,7.296,0.0,8144.47,59422.05,7.296,CC-2,LOT-018
P000159,Producto Performance 159,ALM-4,GRUPO-7,2026-03-20,EA-DOC000000159,159,CP,28.036,0.0,5439.62,152505.19,28.036,CC-3,LOT-019
P000160,Producto Performance 160,ALM-5,GRUPO-8,2026-03-21,SA-DOC000000160,160,CP,0.0,46.689,5486.48,-256158.26,-46.689,CC-4,LOT-020
P000161,Producto Performance 161,ALM-1,GRUPO-1,2026-03-22,EA-DOC000000161,161,CP,29.474,0.0,5421.31,159787.69,29.474,CC-1,LOT-001
P000162,Producto Performance 162,ALM-2,GRUPO-2,2026-03-23,EA-DOC000000162,162,CP,32.484,0.0,13593.67,441576.78,32.484,CC-2,LOT-002
P000163,Producto Performance 163,ALM-3,GRUPO-3,2026-03-24,SA-DOC000000163,163,CP,0.0,32.798,9913.79,-325152.48,-32.798,CC-3,LOT-003
P000164,Producto Performance 164,ALM-4,GRUPO-4,2026-03-25,EA-DOC000000164,164,CP,6.92,0.0,13218.38,91471.19,6.92,CC-4,LOT-004
P000165,Producto Performance 165,ALM-5,GRUPO-5,2026-03-26,EA-DOC000000165,165,CP,6.635,0.0,12506.44,82980.23,6.635,CC-1,LOT-005
P000166,Producto Performance 166,ALM-1,GRUPO-6,2026-03-27,SA-DOC000000166,166,CP,0.0,22.917,8304.24,-190308.27,-22.917,CC-2,LOT-006
P000167,Producto Performance 167,ALM-2,GRUPO-7,2026-03-28,EA-DOC000000167,167,CP,25.408,0.0,3167.3,80474.76,25.408,CC-3,LOT-007
P000168,Producto Performance 168,ALM-3,GRUPO-8,2026-03-29,EA-DOC000000168,168,CP,19.684,0.0,13668.86,269057.84,19.684,CC-4,LOT-008
