item,desc_item,localizacion,categoria,fecha,documento,registro,cp,entradas,salidas,unitario,total,cantidad,cost_center,lote
P000044,Producto Performance 44,ALM-4,GRUPO-4,2026-02-19,EA-DOC020000044,44,CP,27.356,0.0,8031.5,219709.71,27.356,CC-4,LOT-004
P000045,Producto Performance 45,ALM-5,GRUPO-5,2026-02-20,EA-DOC020000045,45,CP,13.31,0.0,5740.44,76405.26,13.31,CC-1,LOT-005
P000046,Producto Performance 46,ALM-1,GRUPO-6,2026-02-21,SA-DOC020000046,46,CP,0.0,4.695,11908.41,-55909.98,-4.695,CC-2,LOT-006
P000047,Producto Performance 47,ALM-2,GRUPO-7,2026-02-22,EA-DOC020000047,47,CP,49.729,0.0,4516.03,224577.66,49.729,CC-3,LOT-007
P000048,Producto Performance 48,ALM-3,GRUPO-8,2026-02-23,EA-DOC020000048,48,CP,53.803,0.0,10564.65,568409.86,53.803,CC-4,LOT-008
P000049,Producto Performance 49,ALM-4,GRUPO-1,2026-02-24,SA-DOC020000049,49,CP,0.0,39.474,6538.97,-258119.3,-39.474,CC-1,LOT-009
P000050,Producto Performance 50,ALM-5,GRUPO-2,2026-02-25,EA-DOC020000050,50,CP,16.756,0.0,9985.68,167320.05,16.756,CC-2,LOT-010
P000051,Producto Performance 51,ALM-1,GRUPO-3,2026-02-26,EA-DOC020000051,51,CP,23.039,0.0,6468.83,149035.37,23.039,CC-3,LOT-011
P000052,Producto Performance 52,ALM-2,GRUPO-4,2026-02-27,SA-DOC020000052,52,CP,0.0,23.227,8247.18,-191557.25,-23.227,CC-4,LOT-012
P000053,Producto Performance 53,ALM-3,GRUPO-5,2026-02-28,EA-DOC020000053,53,CP,46.562,0.0,9439.81,439536.43,46.562,CC-1,LOT-013
P000054,Producto Performance 54,ALM-4,GRUPO-6,2026-03-01,EA-DOC020000054,54,CP,52.512,0.0,14445.22,758547.39,52.512,CC-2,LOT-014
P000055,Producto Performance 55,ALM-5,GRUPO-7,2026-03-02,SA-DOC020000055,55,CP,0.0,7.394,12122.25,-89631.92,-7.394,CC-3,LOT-015
P000056,Producto Performance 56,ALM-1,GRUPO-8,2026-03-03,EA-DOC020000056,56,CP,37.152,0.0,8228.19,305693.71,37.152,CC-4,LOT-016
P000057,Producto Performance 57,ALM-2,GRUPO-1,2026-02-04,EA-DOC020000057,57,CP,53.022,0.0,12240.81,649032.23,53.022,CC-1,LOT-017
P000058,Producto Performance 58,ALM-3,GRUPO-2,2026-02-05,SA-DOC020000058,58,CP,0.0,38.412,3880.34,-149051.62,-38.412,CC-2,LOT-018
P000059,Producto Performance 59,ALM-4,GRUPO-3,2026-02-06,EA-DOC020000059,59,CP,44.603,0.0,14148.44,631062.87,44.603,CC-3,LOT-019
P000060,Producto Performance 60,ALM-5,GRUPO-4,2026-02-07,EA-DOC020000060,60,CP,40.226,0.0,12053.29,484855.64,40.226,CC-4,LOT-020
P000061,Producto Performance 61,ALM-1,GRUPO-5,2026-02-08,SA-DOC020000061,61,CP,0.0,56.55,13260.54,-749883.54,-56.55,CC-1,LOT-001
P000062,Producto Performance 62,ALM-2,GRUPO-6,2026-02-09,EA-DOC020000062,62,CP,17.374,0.0,2093.01,36363.96,17.374,CC-2,LOT-002
P000063,Producto Performance 63,ALM-3,GRUPO-7,2026-02-10,EA-DOC020000063,63,CP,16.415,0.0,8331.42,136760.26,16.415,CC-3,LOT-003
P000064,Producto Performance 64,ALM-4,GRUPO-8,2026-02-11,SA-DOC020000064,64,CP,0.0,9.72,14655.16,-142448.16,-9.72,CC-4,LOT-004
P000065,Producto Performance 65,ALM-5,GRUPO-1,2026-02-12,EA-DOC020000065,65,CP,16.253,0.0,12749.71,207221.04,16.253,CC-1,LOT-005
P000066,Producto Performance 66,ALM-1,GRUPO-2,2026-02-13,EA-DOC020000066,66,CP,19.39,0.0,14168.55,274728.18,19.39,CC-2,LOT-006
P000067,Producto Performance 67,ALM-2,GRUPO-3,2026-02-14,SA-DOC020000067,67,CP,0.0,7.962,4845.21,-38577.56,-7.962,CC-3,LOT-007
P000068,Producto Performance 68,ALM-3,GRUPO-4,2026-02-15,EA-DOC020000068,68,CP,26.513,0.0,9079.92,240735.92,26.513,CC-4,LOT-008
P000069,Producto Performance 69,ALM-4,GRUPO-5,2026-02-16,EA-DOC020000069,69,CP,51.684,0.0,9034.6,466944.27,51.684,CC-1,LOT-009
P000070,Producto Performance 70,ALM-5,GRUPO-6,2026-02-17,SA-DOC020000070,70,CP,0.0,33.722,6641.77,-223973.77,-33.722,CC-2,LOT-010
P000071,Producto Performance 71,ALM-1,GRUPO-7,2026-02-18,EA-DOC020000071,71,CP,44.201,0.0,10900.68,481820.96,44.201,CC-3,LOT-011
P000072,Producto Performance 72,ALM-2,GRUPO-8,2026-02-19,EA-DOC020000072,72,CP,16.185,0.0,12373.83,200270.44,16.185,CC-4,LOT-012
P000073,Producto Performance 73,ALM-3,GRUPO-1,2026-02-20,SA-DOC020000073,73,CP,0.0,2.815,5272.79,-14842.9,-2.815,CC-1,LOT-013
P000074,Producto Performance 74,ALM-4,GRUPO-2,2026-02-21,EA-DOC020000074,74,CP,31.318,0.0,13197.07,413305.84,31.318,CC-2,LOT-014
P000075,Producto Performance 75,ALM-5,GRUPO-3,2026-02-22,EA-DOC020000075,75,CP,57.864,0.0,11264.62,651815.97,57.864,CC-3,LOT-015
P000076,Producto Performance 76,ALM-1,GRUPO-4,2026-02-23,SA-DOC020000076,76,CP,0.0,10.68,5335.26,-56980.58,-10.68,CC-4,LOT-016
P000077,Producto Performance 77,ALM-2,GRUPO-5,2026-02-24,EA-DOC020000077,77,CP,18.006,0.0,10376.8,186844.66,18.006,CC-1,LOT-017
P000078,Producto Performance 78,ALM-3,GRUPO-6,2026-02-25,EA-DOC020000078,78,CP,39.456,0.0,3766.26,148601.55,39.456,CC-2,LOT-018
P000079,Producto Performance 79,ALM-4,GRUPO-7,2026-02-26,SA-DOC020000079,79,CP,0.0,54.487,6999.02,-381355.6,-54.487,CC-3,LOT-019
P000080,Producto Performance 80,ALM-5,GRUPO-8,2026-02-27,EA-DOC020000080,80,CP,39.602,0.0,9261.71,366782.24,39.602,CC-4,LOT-020
P000081,Producto Performance 81,ALM-1,GRUPO-1,2026-02-28,EA-DOC020000081,81,CP,28.96,0.0,3195.11,92530.39,28.96,CC-1,LOT-001
P000082,Producto Performance 82,ALM-2,GRUPO-2,2026-03-01,SA-DOC020000082,82,CP,0.0,43.666,10736.49,-468819.57,-43.666,CC-2,LOT-002
P000083,Producto Performance 83,ALM-3,GRUPO-3,2026-03-02,EA-DOC020000083,83,CP,9.745,0.0,4851.94,47282.16,9.745,CC-3,LOT-003
P000084,Producto Performance 84,ALM-4,GRUPO-4,2026-03-03,EA-DOC020000084,84,CP,41.991,0.0,12214.83,512912.93,41.991,CC-4,LOT-004
P000085,Producto Performance 85,ALM-5,GRUPO-5,2026-02-04,SA-DOC020000085,85,CP,0.0,47.754,3404.73,-162589.48,-47.754,CC-1,LOT-005
P000086,Producto Performance 86,ALM-1,GRUPO-6,2026-02-05,EA-DOC020000086,86,CP,31.427,0.0,8374.77,263193.9,31.427,CC-2,LOT-006
P000087,Producto Performance 87,ALM-2,GRUPO-7,2026-02-06,EA-DOC020000087,87,CP,20.817,0.0,7117.98,148174.99,20.817,CC-3,LOT-007
P000088,Producto Performance 88,ALM-3,GRUPO-8,2026-02-07,SA-DOC020000088,88,CP,0.0,46.484,10596.95,-492588.62,-46.484,CC-4,LOT-008
P000089,Producto Performance 89,ALM-4,GRUPO-1,2026-02-08,EA-DOC020000089,89,CP,34.956,0.0,2027.93,70888.32,34.956,CC-1,LOT-009
P000090,Producto Performance 90,ALM-5,GRUPO-2,2026-02-09,EA-DOC020000090,90,CP,25.204,0.0,2202.78,55518.87,25.204,CC-2,LOT-010
P000091,Producto Performance 91,ALM-1,GRUPO-3,2026-02-10,SA-DOC020000091,91,CP,0.0,34.221,10590.23,-362408.26,-34.221,CC-3,LOT-011
P000092,Producto Performance 92,ALM-2,GRUPO-4,2026-02-11,EA-DOC020000092,92,CP,27.856,0.0,8084.49,225201.55,27.856,CC-4,LOT-012
P000093,Producto Performance 93,ALM-3,GRUPO-5,2026-02-12,EA-DOC020000093,93,CP,10.441,0.0,4047.23,42257.13,10.441,CC-1,LOT-013
P000094,Producto Performance 94,ALM-4,GRUPO-6,2026-02-13,SA-DOC020000094,94,CP,0.0,19.887,2365.13,-47035.34,-19.887,CC-2,LOT-014
P000095,Producto Performance 95,ALM-5,GRUPO-7,2026-02-14,EA-DOC020000095,95,CP,6.454,0.0,10492.8,67720.53,6.454,CC-3,LOT-015
P000096,Producto Performance 96,ALM-1,GRUPO-8,2026-02-15,EA-DOC020000096,96,CP,13.249,0.0,11923.58,157975.51,13.249,CC-4,LOT-016
P000097,Producto Performance 97,ALM-2,GRUPO-1,2026-02-16,SA-DOC020000097,97,CP,0.0,36.407,12756.17,-464413.88,-36.407,CC-1,LOT-017
P000098,Producto Performance 98,ALM-3,GRUPO-2,2026-02-17,EA-DOC020000098,98,CP,24.853,0.0,3324.58,82625.79,24.853,CC-2,LOT-018
P000099,Producto Performance 99,ALM-4,GRUPO-3,2026-02-18,EA-DOC020000099,99,CP,39.872,0.0,5348.9,213271.34,39.872,CC-3,LOT-019
P000100,Producto Performance 100,ALM-5,GRUPO-4,2026-02-19,SA-DOC020000100,100,CP,0.0,55.03,10209.22,-561813.38,-55.03,CC-4,LOT-020
P000101,Producto Performance 101,ALM-1,GRUPO-5,2026-02-20,EA-DOC020000101,101,CP,34.844,0.0,3884.46,135350.12,34.844,CC-1,LOT-001
P000102,Producto Performance 102,ALM-2,GRUPO-6,2026-02-21,EA-DOC020000102,102,CP,15.329,0.0,11990.54,183802.99,15.329,CC-2,LOT-002
P000103,Producto Performance 103,ALM-3,GRUPO-7,2026-02-22,SA-DOC020000103,103,CP,0.0,1.456,3749.32,-5459.01,-1.456,CC-3,LOT-003
P000104,Producto Performance 104,ALM-4,GRUPO-8,2026-02-23,EA-DOC020000104,104,CP,0.493,0.0,13976.59,6890.46,0.493,CC-4,LOT-004
P000105,Producto Performance 105,ALM-5,GRUPO-1,2026-02-24,EA-DOC020000105,105,CP,51.138,0.0,7296.46,373126.37,51.138,CC-1,LOT-005
P000106,Producto Performance 106,ALM-1,GRUPO-2,2026-02-25,SA-DOC020000106,106,CP,0.0,54.958,14209.7,-780936.69,-54.958,CC-2,LOT-006
P000107,Producto Performance 107,ALM-2,GRUPO-3,2026-02-26,EA-DOC020000107,107,CP,17.201,0.0,5630.33,96847.31,17.201,CC-3,LOT-007
P000108,Producto Performance 108,ALM-3,GRUPO-4,2026-02-27,EA-DOC020000108,108,CP,49.782,0.0,13819.56,687965.34,49.782,CC-4,LOT-008
P000109,Producto Performance 109,ALM-4,GRUPO-5,2026-02-28,SA-DOC020000109,109,CP,0.0,9.205,7194.96,-66229.61,-9.205,CC-1,LOT-009
P000110,Producto Performance 110,ALM-5,GRUPO-6,2026-03-01,EA-DOC020000110,110,CP,54.81,0.0,2252.7,123470.49,54.81,CC-2,LOT-010
P000111,Producto Performance 111,ALM-1,GRUPO-7,2026-03-02,EA-DOC020000111,111,CP,52.744,0.0,7544.76,397940.82,52.744,CC-3,LOT-011
P000112,Producto Performance 112,ALM-2,GRUPO-8,2026-03-03,SA-DOC020000112,112,CP,0.0,43.698,5990.03,-261752.33,-43.698,CC-4,LOT-012
P000113,Producto Performance 113,ALM-3,GRUPO-1,2026-02-04,EA-DOC020000113,113,CP,2.807,0.0,5383.04,15110.19,2.807,CC-1,LOT-013
P000114,Producto Performance 114,ALM-4,GRUPO-2,2026-02-05,EA-DOC020000114,114,CP,4.678,0.0,3248.29,15195.5,4.678,CC-2,LOT-014
P000115,Producto Performance 115,ALM-5,GRUPO-3,2026-02-06,SA-DOC020000115,115,CP,0.0,54.408,5718.04,-311107.12,-54.408,CC-3,LOT-015
P000116,Producto Performance 116,ALM-1,GRUPO-4,2026-02-07,EA-DOC020000116,116,CP,17.067,0.0,3449.1,58865.79,17.067,CC-4,LOT-016
P000117,Producto Performance 117,ALM-2,GRUPO-5,2026-02-08,EA-DOC020000117,117,CP,24.431,0.0,12634.33,308669.32,24.431,CC-1,LOT-017
P000118,Producto Performance 118,ALM-3,GRUPO-6,2026-02-09,SA-DOC020000118,118,CP,0.0,35.137,5066.31,-178014.93,-35.137,CC-2,LOT-018
P000119,Producto Performance 119,ALM-4,GRUPO-7,2026-02-10,EA-DOC020000119,119,CP,40.455,0.0,12710.19,514190.74,40.455,CC-3,LOT-019
P000120,Producto Performance 120,ALM-5,GRUPO-8,2026-02-11,EA-DOC020000120,120,CP,1.261,0.0,9198.69,11599.55,1.261,CC-4,LOT-020
P000121,Producto Performance 121,ALM-1,GRUPO-1,2026-02-12,SA-DOC020000121,121,CP,0.0,5.948,5479.03,-32589.27,-5.948,CC-1,LOT-001
P000122,Producto Performance 122,ALM-2,GRUPO-2,2026-02-13,EA-DOC020000122,122,CP,26.1,0.0,13005.08,339432.59,26.1,CC-2,LOT-002
P000123,Producto Performance 123,ALM-3,GRUPO-3,2026-02-14,EA-DOC020000123,123,CP,20.838,0.0,10568.07,220217.44,20.838,CC-3,LOT-003
P000124,Producto Performance 124,ALM-4,GRUPO-4,2026-02-15,SA-DOC020000124,124,CP,0.0,45.354,10595.44,-480545.59,-45.354,CC-4,LOT-004
P000125,Producto Performance 125,ALM-5,GRUPO-5,2026-02-16,EA-DOC020000125,125,CP,40.259,0.0,4764.74,191823.67,40.259,CC-1,LOT-005
P000126,Producto Performance 126,ALM-1,GRUPO-6,2026-02-17,EA-DOC020000126,126,CP,49.231,0.0,11431.25,562771.87,49.231,CC-2,LOT-006
P000127,Producto Performance 127,ALM-2,GRUPO-7,2026-02-18,SA-DOC020000127,127,CP,0.0,54.049,11773.29,-636334.55,-54.049,CC-3,LOT-007
P000128,Producto Performance 128,ALM-3,GRUPO-8,2026-02-19,EA-DOC020000128,128,CP,56.984,0.0,3973.45,226423.07,56.984,CC-4,LOT-008
P000129,Producto Performance 129,ALM-4,GRUPO-1,2026-02-20,EA-DOC020000129,129,CP,5.301,0.0,2158.24,11440.83,5.301,CC-1,LOT-009
P000130,Producto Performance 130,ALM-5,GRUPO-2,2026-02-21,SA-DOC020000130,130,CP,0.0,52.851,8100.6,-428124.81,-52.851,CC-2,LOT-010
P000131,Producto Performance 131,ALM-1,GRUPO-3,2026-02-22,EA-DOC020000131,131,CP,31.729,0.0,3949.77,125322.25,31.729,CC-3,LOT-011
P000132,Producto Performance 132,ALM-2,GRUPO-4,2026-02-23,EA-DOC020000132,132,CP,0.174,0.0,10241.8,1782.07,0.174,CC-4,LOT-012
P000133,Producto Performance 133,ALM-3,GRUPO-5,2026-02-24,SA-DOC020000133,133,CP,0.0,22.911,2738.16,-62733.98,-22.911,CC-1,LOT-013
P000134,Producto Performance 134,ALM-4,GRUPO-6,2026-02-25,EA-DOC020000134,134,CP,46.488,0.0,8684.06,403704.58,46.488,CC-2,LOT-014
P000135,Producto Performance 135,ALM-5,GRUPO-7,2026-02-26,EA-DOC020000135,135,CP,17.859,0.0,4026.31,71905.87,17.859,CC-3,LOT-015
P000136,Producto Performance 136,ALM-1,GRUPO-8,2026-02-27,SA-DOC020000136,136,CP,0.0,40.874,1527.7,-62443.21,-40.874,CC-4,LOT-016
P000137,Producto Performance 137,ALM-2,GRUPO-1,2026-02-28,EA-DOC020000137,137,CP,37.688,0.0,8972.04,338138.24,37.688,CC-1,LOT-017
P000138,Producto Performance 138,ALM-3,GRUPO-2,2026-03-01,EA-DOC020000138,138,CP,51.975,0.0,13591.77,706432.25,51.975,CC-2,LOT-018
P000139,Producto Performance 139,ALM-4,GRUPO-3,2026-03-02,SA-DOC020000139,139,CP,0.0,48.533,14001.03,-679511.99,-48.533,CC-3,LOT-019
P000140,Producto Performance 140,ALM-5,GRUPO-4,2026-03-03,EA-DOC020000140,140,CP,46.463,0.0,3157.73,146717.61,46.463,CC-4,LOT-020
P000141,Producto Performance 141,ALM-1,GRUPO-5,2026-02-04,EA-DOC020000141,141,CP,56.989,0.0,13062.15,744398.87,56.989,CC-1,LOT-001
P000142,Producto Performance 142,ALM-2,GRUPO-6,2026-02-05,SA-DOC020000142,142,CP,0.0,27.974,14605.72,-408580.41,-27.974,CC-2,LOT-002
P000143,Producto Performance 143,ALM-3,GRUPO-7,2026-02-06,EA-DOC020000143,143,CP,8.314,0.0,6600.6,54877.39,8.314,CC-3,LOT-003
P000144,Producto Performance 144,ALM-4,GRUPO-8,2026-02-07,EA-DOC020000144,144,CP,53.743,0.0,13666.51,734479.25,53.743,CC-4,LOT-004
P000145,Producto Performance 145,ALM-5,GRUPO-1,2026-02-08,SA-DOC020000145,145,CP,0.0,42.923,2222.55,-95398.51,-42.923,CC-1,LOT-005
P000146,Producto Performance 146,ALM-1,GRUPO-2,2026-02-09,EA-DOC020000146,146,CP,41.091,0.0,10096.3,414867.06,41.091,CC-2,LOT-006
P000147,Producto Performance 147,ALM-2,GRUPO-3,2026-02-10,EA-DOC020000147,147,CP,29.053,0.0,9786.18,284317.89,29.053,CC-3,LOT-007
P000148,Producto Performance 148,ALM-3,GRUPO-4,2026-02-11,SA-DOC020000148,148,CP,0.0,6.084,4905.12,-29842.75,-6.084,CC-4,LOT-008
P000149,Producto Performance 149,ALM-4,GRUPO-5,2026-02-12,EA-DOC020000149,149,CP,18.079,0.0,14736.14,266414.68,18.079,CC-1,LOT-009
P000150,Producto Performance 150,ALM-5,GRUPO-6,2026-02-13,EA-DOC020000150,150,CP,30.391,0.0,12525.97,380676.75,30.391,CC-2,LOT-010
P000151,Producto Performance 151,ALM-1,GRUPO-7,2026-02-14,SA-DOC020000151,151,CP,0.0,38.576,4563.43,-176038.88,-38.576,CC-3,LOT-011
P000152,Producto Performance 152,ALM-2,GRUPO-8,2026-02-15,EA-DOC020000152,152,CP,46.414,0.0,3338.41,154948.96,46.414,CC-4,LOT-012
P000153,Producto Performance 153,ALM-3,GRUPO-1,2026-02-16,EA-DOC020000153,153,CP,9.74,0.0,10744.17,104648.22,9.74,CC-1,LOT-013
P000154,Producto Performance 154,ALM-4,GRUPO-2,2026-02-17,SA-DOC020000154,154,CP,0.0,48.198,4336.59,-209014.96,-48.198,CC-2,LOT-014
P000155,Producto Performance 155,ALM-5,GRUPO-3,2026-02-18,EA-DOC020000155,155,CP,20.129,0.0,2890.75,58187.91,20.129,CC-3,LOT-015
P000156,Producto Performance 156,ALM-1,GRUPO-4,2026-02-19,EA-DOC020000156,156,CP,55.734,0.0,6087.62,339287.41,55.734,CC-4,LOT-016
P000157,Producto Performance 157,ALM-2,GRUPO-5,2026-02-20,SA-DOC020000157,157,CP,0.0,53.462,8390.89,-448593.76,-53.462,CC-1,LOT-017
P000158,Producto Performance 158,ALM-3,GRUPO-6,2026-02-21,EA-DOC020000158,158,CP,3.363,0.0,5835.15,19623.61,3.363,CC-2,LOT-018
P000159,Producto Performance 159,ALM-4,GRUPO-7,2026-02-22,EA-DOC020000159,159,CP,20.95,0.0,9124.89,191166.45,20.95,CC-3,LOT-019
P000160,Producto Performance 160,ALM-5,GRUPO-8,2026-02-23,SA-DOC020000160,160,CP,0.0,42.105,14367.48,-604942.75,-42.105,CC-4,LOT-020
P000161,Producto Performance 161,ALM-1,GRUPO-1,2026-02-24,EA-DOC020000161,161,CP,54.85,0.0,14487.68,794649.25,54.85,CC-1,LOT-001
P000162,Producto Performance 162,ALM-2,GRUPO-2,2026-02-25,EA-DOC020000162,162,CP,40.212,0.0,14096.12,566833.18,40.212,CC-2,LOT-002
P000163,Producto Performance 163,ALM-3,GRUPO-3,2026-02-26,SA-DOC020000163,163,CP,0.0,12.828,7660.15,-98264.4,-12.828,CC-3,LOT-003
P000164,Producto Performance 164,ALM-4,GRUPO-4,2026-02-27,EA-DOC020000164,164,CP,7.955,0.0,11727.34,93290.99,7.955,CC-4,LOT-004
P000165,Producto Performance 165,ALM-5,GRUPO-5,2026-02-28,EA-DOC020000165,165,CP,32.793,0.0,5139.27,168532.08,32.793,CC-1,LOT-005
P000166,Producto Performance 166,ALM-1,GRUPO-6,2026-03-01,SA-DOC020000166,166,CP,0.0,22.377,12789.65,-286194.0,-22.377,CC-2,LOT-006
P000167,Producto Performance 167,ALM-2,GRUPO-7,2026-03-02,EA-DOC020000167,167,CP,5.658,0.0,14439.38,81698.01,5.658,CC-3,LOT-007
P000168,Producto Performance 168,ALM-3,GRUPO-8,2026-03-03,EA-DOC020000168,168,CP,47.02,0.0,10710.26,503596.43,47.02,CC-4,LOT-008
